school,division,latitude_school,longitude_school,season,wins_rolling_2year,games_played_rolling_2year,post_season_wins_rolling_2year,point_diff_rolling_2year,win_pct_rolling_2year
Cincinnati,,39.1312495,-84.5161913,2020.0,22.0,27.0,2.0,357.0,0.8148148148148148
Cincinnati,,39.1312495,-84.5161913,2021.0,20.0,24.0,1.0,334.0,0.8333333333333334
Cincinnati,,39.1312495,-84.5161913,2022.0,22.0,24.0,0.0,487.0,0.9166666666666666
Cincinnati,,39.1312495,-84.5161913,2023.0,22.0,27.0,0.0,392.0,0.8148148148148148
Cincinnati,,39.1312495,-84.5161913,2024.0,12.0,25.0,0.0,41.0,0.48
Clemson,,34.6787737,-82.8432428,2010.0,,,,,
Clemson,,34.6787737,-82.8432428,2011.0,,,,,
Clemson,,34.6787737,-82.8432428,2012.0,16.0,27.0,0.0,128.0,0.5925925925925926
Clemson,,34.6787737,-82.8432428,2013.0,21.0,27.0,1.0,270.0,0.7777777777777778
Clemson,,34.6787737,-82.8432428,2014.0,22.0,26.0,2.0,444.0,0.8461538461538461
Clemson,,34.6787737,-82.8432428,2015.0,21.0,26.0,2.0,418.0,0.8076923076923077
Clemson,,34.6787737,-82.8432428,2016.0,24.0,28.0,2.0,436.0,0.8571428571428571
Clemson,,34.6787737,-82.8432428,2017.0,28.0,30.0,3.0,570.0,0.9333333333333333
Clemson,,34.6787737,-82.8432428,2018.0,26.0,29.0,2.0,594.0,0.896551724137931
Clemson,,34.6787737,-82.8432428,2019.0,27.0,29.0,2.0,743.0,0.9310344827586207
Clemson,,34.6787737,-82.8432428,2020.0,29.0,30.0,3.0,923.0,0.9666666666666667
Clemson,,34.6787737,-82.8432428,2021.0,24.0,27.0,1.0,736.0,0.8888888888888888
Clemson,,34.6787737,-82.8432428,2022.0,20.0,25.0,1.0,429.0,0.8
Clemson,,34.6787737,-82.8432428,2023.0,21.0,27.0,1.0,322.0,0.7777777777777778
Clemson,,34.6787737,-82.8432428,2024.0,20.0,27.0,1.0,287.0,0.7407407407407407
Coastal Carolina,East,33.7928506,-79.0166946,2010.0,,,,,
Coastal Carolina,East,33.7928506,-79.0166946,2011.0,,,,,
Coastal Carolina,East,33.7928506,-79.0166946,2012.0,13.0,22.0,0.0,71.0,0.5909090909090909
Coastal Carolina,East,33.7928506,-79.0166946,2013.0,10.0,17.0,0.0,-69.0,0.5882352941176471
Coastal Carolina,East,33.7928506,-79.0166946,2014.0,14.0,20.0,0.0,116.0,0.7
Coastal Carolina,East,33.7928506,-79.0166946,2015.0,23.0,27.0,0.0,433.0,0.8518518518518519
Coastal Carolina,East,33.7928506,-79.0166946,2016.0,21.0,26.0,0.0,428.0,0.8076923076923077
Coastal Carolina,East,33.7928506,-79.0166946,2017.0,19.0,24.0,0.0,395.0,0.7916666666666666
Coastal Carolina,East,33.7928506,-79.0166946,2018.0,13.0,24.0,0.0,91.0,0.5416666666666666
Coastal Carolina,East,33.7928506,-79.0166946,2019.0,8.0,24.0,0.0,-202.0,0.3333333333333333
Coastal Carolina,East,33.7928506,-79.0166946,2020.0,10.0,24.0,0.0,-80.0,0.4166666666666667
Coastal Carolina,East,33.7928506,-79.0166946,2021.0,16.0,24.0,0.0,201.0,0.6666666666666666
Coastal Carolina,East,33.7928506,-79.0166946,2022.0,22.0,25.0,1.0,454.0,0.88
Coastal Carolina,East,33.7928506,-79.0166946,2023.0,20.0,26.0,1.0,215.0,0.7692307692307693
Coastal Carolina,East,33.7928506,-79.0166946,2024.0,17.0,26.0,1.0,14.0,0.6538461538461539
Colorado,,40.0094746,-105.266905,2010.0,,,,,
Colorado,,40.0094746,-105.266905,2011.0,,,,,
Colorado,,40.0094746,-105.266905,2012.0,8.0,25.0,0.0,-297.0,0.32
Colorado,,40.0094746,-105.266905,2013.0,4.0,25.0,0.0,-556.0,0.16
Colorado,,40.0094746,-105.266905,2014.0,5.0,24.0,0.0,-492.0,0.20833333333333334
Colorado,,40.0094746,-105.266905,2015.0,6.0,24.0,0.0,-280.0,0.25
Colorado,,40.0094746,-105.266905,2016.0,6.0,25.0,0.0,-163.0,0.24
Colorado,,40.0094746,-105.266905,2017.0,14.0,27.0,0.0,94.0,0.5185185185185185
Colorado,,40.0094746,-105.266905,2018.0,15.0,26.0,0.0,110.0,0.5769230769230769
Colorado,,40.0094746,-105.266905,2019.0,10.0,24.0,0.0,-23.0,0.4166666666666667
Colorado,,40.0094746,-105.266905,2020.0,10.0,24.0,0.0,-102.0,0.4166666666666667
Colorado,,40.0094746,-105.266905,2021.0,9.0,18.0,0.0,-119.0,0.5
Colorado,,40.0094746,-105.266905,2022.0,8.0,18.0,0.0,-114.0,0.4444444444444444
Colorado,,40.0094746,-105.266905,2023.0,5.0,24.0,0.0,-444.0,0.20833333333333334
Colorado,,40.0094746,-105.266905,2024.0,5.0,24.0,0.0,-429.0,0.20833333333333334
Colorado State,,40.570015,-105.088435,2010.0,,,,,
Colorado State,,40.570015,-105.088435,2011.0,,,,,
Colorado State,,40.570015,-105.088435,2012.0,6.0,24.0,0.0,-336.0,0.25
Colorado State,,40.570015,-105.088435,2013.0,7.0,24.0,0.0,-227.0,0.2916666666666667
Colorado State,,40.570015,-105.088435,2014.0,12.0,26.0,1.0,-19.0,0.46153846153846156
Colorado State,,40.570015,-105.088435,2015.0,18.0,27.0,1.0,205.0,0.6666666666666666
Colorado State,,40.570015,-105.088435,2016.0,17.0,26.0,0.0,146.0,0.6538461538461539
Colorado State,,40.570015,-105.088435,2017.0,14.0,26.0,0.0,95.0,0.5384615384615384
Colorado State,,40.570015,-105.088435,2018.0,14.0,26.0,0.0,137.0,0.5384615384615384
Colorado State,,40.570015,-105.088435,2019.0,10.0,25.0,0.0,-94.0,0.4
Colorado State,,40.570015,-105.088435,2020.0,7.0,24.0,0.0,-204.0,0.2916666666666667
Colorado State,,40.570015,-105.088435,2021.0,5.0,16.0,0.0,-91.0,0.3125
Colorado State,,40.570015,-105.088435,2022.0,4.0,16.0,0.0,-109.0,0.25
Colorado State,,40.570015,-105.088435,2023.0,6.0,24.0,0.0,-220.0,0.25
Colorado State,,40.570015,-105.088435,2024.0,8.0,24.0,0.0,-207.0,0.3333333333333333
Duke,,35.9953688,-78.9417564,2010.0,,,,,
Duke,,35.9953688,-78.9417564,2011.0,,,,,
Duke,,35.9953688,-78.9417564,2012.0,6.0,24.0,0.0,-226.0,0.25
Duke,,35.9953688,-78.9417564,2013.0,9.0,25.0,0.0,-162.0,0.36
Duke,,35.9953688,-78.9417564,2014.0,16.0,27.0,0.0,28.0,0.5925925925925926
Duke,,35.9953688,-78.9417564,2015.0,19.0,27.0,0.0,224.0,0.7037037037037037
Duke,,35.9953688,-78.9417564,2016.0,17.0,26.0,1.0,218.0,0.6538461538461539
Duke,,35.9953688,-78.9417564,2017.0,12.0,25.0,1.0,22.0,0.48
Duke,,35.9953688,-78.9417564,2018.0,11.0,25.0,1.0,24.0,0.44
Duke,,35.9953688,-78.9417564,2019.0,15.0,26.0,2.0,108.0,0.5769230769230769
Duke,,35.9953688,-78.9417564,2020.0,13.0,25.0,1.0,-21.0,0.52
Duke,,35.9953688,-78.9417564,2021.0,7.0,23.0,0.0,-193.0,0.30434782608695654
Duke,,35.9953688,-78.9417564,2022.0,5.0,23.0,0.0,-349.0,0.21739130434782608
Duke,,35.9953688,-78.9417564,2023.0,12.0,25.0,1.0,-63.0,0.48
Duke,,35.9953688,-78.9417564,2024.0,17.0,26.0,2.0,243.0,0.6538461538461539
East Carolina,,35.5968486,-77.364564,2010.0,,,,,
East Carolina,,35.5968486,-77.364564,2011.0,,,,,
East Carolina,,35.5968486,-77.364564,2012.0,11.0,25.0,0.0,-166.0,0.44
East Carolina,,35.5968486,-77.364564,2013.0,13.0,25.0,0.0,-74.0,0.52
East Carolina,,35.5968486,-77.364564,2014.0,18.0,26.0,1.0,198.0,0.6923076923076923
East Carolina,,35.5968486,-77.364564,2015.0,18.0,26.0,1.0,330.0,0.6923076923076923
East Carolina,,35.5968486,-77.364564,2016.0,13.0,25.0,0.0,147.0,0.52
East Carolina,,35.5968486,-77.364564,2017.0,8.0,24.0,0.0,-92.0,0.3333333333333333
East Carolina,,35.5968486,-77.364564,2018.0,6.0,24.0,0.0,-350.0,0.25
East Carolina,,35.5968486,-77.364564,2019.0,6.0,24.0,0.0,-416.0,0.25
East Carolina,,35.5968486,-77.364564,2020.0,7.0,24.0,0.0,-258.0,0.2916666666666667
East Carolina,,35.5968486,-77.364564,2021.0,7.0,21.0,0.0,-130.0,0.3333333333333333
East Carolina,,35.5968486,-77.364564,2022.0,10.0,21.0,0.0,-6.0,0.47619047619047616
East Carolina,,35.5968486,-77.364564,2023.0,15.0,25.0,1.0,111.0,0.6
East Carolina,,35.5968486,-77.364564,2024.0,10.0,25.0,1.0,9.0,0.4
Eastern Michigan,,42.256126,-83.647285,2010.0,,,,,
Eastern Michigan,,42.256126,-83.647285,2011.0,,,,,
Eastern Michigan,,42.256126,-83.647285,2012.0,8.0,24.0,0.0,-336.0,0.3333333333333333
Eastern Michigan,,42.256126,-83.647285,2013.0,8.0,24.0,0.0,-232.0,0.3333333333333333
Eastern Michigan,,42.256126,-83.647285,2014.0,4.0,24.0,0.0,-511.0,0.16666666666666666
Eastern Michigan,,42.256126,-83.647285,2015.0,4.0,24.0,0.0,-625.0,0.16666666666666666
Eastern Michigan,,42.256126,-83.647285,2016.0,3.0,24.0,0.0,-509.0,0.125
Eastern Michigan,,42.256126,-83.647285,2017.0,8.0,25.0,0.0,-203.0,0.32
Eastern Michigan,,42.256126,-83.647285,2018.0,12.0,25.0,0.0,30.0,0.48
Eastern Michigan,,42.256126,-83.647285,2019.0,12.0,25.0,0.0,97.0,0.48
Eastern Michigan,,42.256126,-83.647285,2020.0,13.0,26.0,0.0,45.0,0.5
Eastern Michigan,,42.256126,-83.647285,2021.0,8.0,19.0,0.0,-36.0,0.42105263157894735
Eastern Michigan,,42.256126,-83.647285,2022.0,9.0,19.0,0.0,-15.0,0.47368421052631576
Eastern Michigan,,42.256126,-83.647285,2023.0,16.0,26.0,1.0,19.0,0.6153846153846154
Eastern Michigan,,42.256126,-83.647285,2024.0,15.0,26.0,1.0,-76.0,0.5769230769230769
Florida,,29.6499357,-82.3485788,2010.0,,,,,
Florida,,29.6499357,-82.3485788,2011.0,,,,,
Florida,,29.6499357,-82.3485788,2012.0,15.0,26.0,2.0,178.0,0.5769230769230769
Florida,,29.6499357,-82.3485788,2013.0,18.0,26.0,1.0,223.0,0.6923076923076923
Florida,,29.6499357,-82.3485788,2014.0,15.0,25.0,0.0,129.0,0.6
Florida,,29.6499357,-82.3485788,2015.0,11.0,24.0,1.0,83.0,0.4583333333333333
Florida,,29.6499357,-82.3485788,2016.0,17.0,26.0,1.0,179.0,0.6538461538461539
Florida,,29.6499357,-82.3485788,2017.0,19.0,27.0,1.0,162.0,0.7037037037037037
Florida,,29.6499357,-82.3485788,2018.0,13.0,24.0,1.0,36.0,0.5416666666666666
Florida,,29.6499357,-82.3485788,2019.0,14.0,24.0,1.0,138.0,0.5833333333333334
Florida,,29.6499357,-82.3485788,2020.0,21.0,26.0,2.0,426.0,0.8076923076923077
Florida,,29.6499357,-82.3485788,2021.0,19.0,25.0,1.0,339.0,0.76
Florida,,29.6499357,-82.3485788,2022.0,14.0,25.0,0.0,159.0,0.56
Florida,,29.6499357,-82.3485788,2023.0,12.0,26.0,0.0,60.0,0.46153846153846156
Florida,,29.6499357,-82.3485788,2024.0,11.0,25.0,0.0,19.0,0.44
Florida Atlantic,,26.3763763,-80.1015759,2010.0,,,,,
Florida Atlantic,,26.3763763,-80.1015759,2011.0,,,,,
Florida Atlantic,,26.3763763,-80.1015759,2012.0,5.0,24.0,0.0,-410.0,0.20833333333333334
Florida Atlantic,,26.3763763,-80.1015759,2013.0,4.0,24.0,0.0,-385.0,0.16666666666666666
Florida Atlantic,,26.3763763,-80.1015759,2014.0,9.0,24.0,0.0,-74.0,0.375
Florida Atlantic,,26.3763763,-80.1015759,2015.0,9.0,24.0,0.0,-75.0,0.375
Florida Atlantic,,26.3763763,-80.1015759,2016.0,6.0,24.0,0.0,-200.0,0.25
Florida Atlantic,,26.3763763,-80.1015759,2017.0,6.0,24.0,0.0,-235.0,0.25
Florida Atlantic,,26.3763763,-80.1015759,2018.0,14.0,26.0,1.0,90.0,0.5384615384615384
Florida Atlantic,,26.3763763,-80.1015759,2019.0,16.0,26.0,1.0,243.0,0.6153846153846154
Florida Atlantic,,26.3763763,-80.1015759,2020.0,16.0,26.0,1.0,185.0,0.6153846153846154
Florida Atlantic,,26.3763763,-80.1015759,2021.0,16.0,23.0,1.0,205.0,0.6956521739130435
Florida Atlantic,,26.3763763,-80.1015759,2022.0,10.0,21.0,0.0,9.0,0.47619047619047616
Florida Atlantic,,26.3763763,-80.1015759,2023.0,10.0,24.0,0.0,34.0,0.4166666666666667
Florida Atlantic,,26.3763763,-80.1015759,2024.0,9.0,24.0,0.0,17.0,0.375
Florida International,,25.7525014,-80.3778912,2010.0,,,,,
Florida International,,25.7525014,-80.3778912,2011.0,,,,,
Florida International,,25.7525014,-80.3778912,2012.0,15.0,26.0,1.0,91.0,0.5769230769230769
Florida International,,25.7525014,-80.3778912,2013.0,11.0,25.0,0.0,-8.0,0.44
Florida International,,25.7525014,-80.3778912,2014.0,4.0,24.0,0.0,-407.0,0.16666666666666666
Florida International,,25.7525014,-80.3778912,2015.0,5.0,24.0,0.0,-349.0,0.20833333333333334
Florida International,,25.7525014,-80.3778912,2016.0,9.0,24.0,0.0,-74.0,0.375
Florida International,,25.7525014,-80.3778912,2017.0,9.0,24.0,0.0,-182.0,0.375
Florida International,,25.7525014,-80.3778912,2018.0,12.0,25.0,0.0,-167.0,0.48
Florida International,,25.7525014,-80.3778912,2019.0,17.0,26.0,1.0,85.0,0.6538461538461539
Florida International,,25.7525014,-80.3778912,2020.0,15.0,26.0,1.0,112.0,0.5769230769230769
Florida International,,25.7525014,-80.3778912,2021.0,6.0,18.0,0.0,-60.0,0.3333333333333333
Florida International,,25.7525014,-80.3778912,2022.0,1.0,17.0,0.0,-282.0,0.058823529411764705
Florida International,,25.7525014,-80.3778912,2023.0,5.0,24.0,0.0,-455.0,0.20833333333333334
Florida International,,25.7525014,-80.3778912,2024.0,8.0,24.0,0.0,-364.0,0.3333333333333333
Florida State,,30.4381692,-84.3044032,2010.0,,,,,
Florida State,,30.4381692,-84.3044032,2011.0,,,,,
Florida State,,30.4381692,-84.3044032,2012.0,19.0,27.0,2.0,366.0,0.7037037037037037
Florida State,,30.4381692,-84.3044032,2013.0,21.0,27.0,2.0,546.0,0.7777777777777778
Florida State,,30.4381692,-84.3044032,2014.0,26.0,28.0,2.0,897.0,0.9285714285714286
Florida State,,30.4381692,-84.3044032,2015.0,27.0,28.0,1.0,667.0,0.9642857142857143
Florida State,,30.4381692,-84.3044032,2016.0,23.0,27.0,0.0,299.0,0.8518518518518519
Florida State,,30.4381692,-84.3044032,2017.0,20.0,26.0,1.0,316.0,0.7692307692307693
Florida State,,30.4381692,-84.3044032,2018.0,17.0,26.0,2.0,217.0,0.6538461538461539
Florida State,,30.4381692,-84.3044032,2019.0,12.0,25.0,1.0,-29.0,0.48
Florida State,,30.4381692,-84.3044032,2020.0,11.0,25.0,0.0,-114.0,0.44
Florida State,,30.4381692,-84.3044032,2021.0,9.0,22.0,0.0,-91.0,0.4090909090909091
Florida State,,30.4381692,-84.3044032,2022.0,8.0,21.0,0.0,-79.0,0.38095238095238093
Florida State,,30.4381692,-84.3044032,2023.0,15.0,25.0,1.0,214.0,0.6
Florida State,,30.4381692,-84.3044032,2024.0,23.0,27.0,1.0,415.0,0.8518518518518519
Fresno State,,36.8143527,-119.7580092,2010.0,,,,,
Fresno State,,36.8143527,-119.7580092,2011.0,,,,,
Fresno State,,36.8143527,-119.7580092,2012.0,12.0,26.0,0.0,-99.0,0.46153846153846156
Fresno State,,36.8143527,-119.7580092,2013.0,13.0,26.0,0.0,97.0,0.5
Fresno State,,36.8143527,-119.7580092,2014.0,20.0,26.0,0.0,353.0,0.7692307692307693
Fresno State,,36.8143527,-119.7580092,2015.0,17.0,27.0,0.0,87.0,0.6296296296296297
Fresno State,,36.8143527,-119.7580092,2016.0,9.0,26.0,0.0,-273.0,0.34615384615384615
Fresno State,,36.8143527,-119.7580092,2017.0,4.0,24.0,0.0,-349.0,0.16666666666666666
Fresno State,,36.8143527,-119.7580092,2018.0,11.0,26.0,1.0,-30.0,0.4230769230769231
Fresno State,,36.8143527,-119.7580092,2019.0,22.0,28.0,2.0,416.0,0.7857142857142857
Fresno State,,36.8143527,-119.7580092,2020.0,16.0,26.0,1.0,286.0,0.6153846153846154
Fresno State,,36.8143527,-119.7580092,2021.0,7.0,18.0,0.0,16.0,0.3888888888888889
Fresno State,,36.8143527,-119.7580092,2022.0,13.0,19.0,1.0,184.0,0.6842105263157895
Fresno State,,36.8143527,-119.7580092,2023.0,20.0,27.0,2.0,323.0,0.7407407407407407
Fresno State,,36.8143527,-119.7580092,2024.0,19.0,27.0,2.0,247.0,0.7037037037037037
Georgia,,33.9498197,-83.3733813,2010.0,,,,,
Georgia,,33.9498197,-83.3733813,2011.0,,,,,
Georgia,,33.9498197,-83.3733813,2012.0,16.0,27.0,0.0,290.0,0.5925925925925926
Georgia,,33.9498197,-83.3733813,2013.0,22.0,28.0,1.0,414.0,0.7857142857142857
Georgia,,33.9498197,-83.3733813,2014.0,20.0,27.0,1.0,354.0,0.7407407407407407
Georgia,,33.9498197,-83.3733813,2015.0,18.0,26.0,1.0,368.0,0.6923076923076923
Georgia,,33.9498197,-83.3733813,2016.0,20.0,26.0,2.0,390.0,0.7692307692307693
Georgia,,33.9498197,-83.3733813,2017.0,18.0,26.0,2.0,129.0,0.6923076923076923
Georgia,,33.9498197,-83.3733813,2018.0,21.0,28.0,2.0,292.0,0.75
Georgia,,33.9498197,-83.3733813,2019.0,24.0,29.0,1.0,546.0,0.8275862068965517
Georgia,,33.9498197,-83.3733813,2020.0,23.0,28.0,1.0,516.0,0.8214285714285714
Georgia,,33.9498197,-83.3733813,2021.0,20.0,24.0,2.0,378.0,0.8333333333333334
Georgia,,33.9498197,-83.3733813,2022.0,22.0,25.0,3.0,549.0,0.88
Georgia,,33.9498197,-83.3733813,2023.0,29.0,30.0,4.0,828.0,0.9666666666666667
Georgia,,33.9498197,-83.3733813,2024.0,28.0,29.0,3.0,745.0,0.9655172413793104
Georgia Southern,East,32.4122471,-81.7849296,2010.0,,,,,
Georgia Southern,East,32.4122471,-81.7849296,2011.0,,,,,
Georgia Southern,East,32.4122471,-81.7849296,2012.0,19.0,25.0,0.0,328.0,0.76
Georgia Southern,East,32.4122471,-81.7849296,2013.0,19.0,24.0,0.0,342.0,0.7916666666666666
Georgia Southern,East,32.4122471,-81.7849296,2014.0,16.0,23.0,0.0,277.0,0.6956521739130435
Georgia Southern,East,32.4122471,-81.7849296,2015.0,16.0,23.0,0.0,301.0,0.6956521739130435
Georgia Southern,East,32.4122471,-81.7849296,2016.0,18.0,25.0,1.0,356.0,0.72
Georgia Southern,East,32.4122471,-81.7849296,2017.0,14.0,25.0,1.0,169.0,0.56
Georgia Southern,East,32.4122471,-81.7849296,2018.0,7.0,24.0,0.0,-135.0,0.2916666666666667
Georgia Southern,East,32.4122471,-81.7849296,2019.0,12.0,25.0,1.0,-20.0,0.48
Georgia Southern,East,32.4122471,-81.7849296,2020.0,17.0,26.0,1.0,116.0,0.6538461538461539
Georgia Southern,East,32.4122471,-81.7849296,2021.0,15.0,26.0,1.0,84.0,0.5769230769230769
Georgia Southern,East,32.4122471,-81.7849296,2022.0,11.0,25.0,1.0,-50.0,0.44
Georgia Southern,East,32.4122471,-81.7849296,2023.0,9.0,25.0,0.0,-120.0,0.36
Georgia Southern,East,32.4122471,-81.7849296,2024.0,12.0,26.0,0.0,10.0,0.46153846153846156
Georgia State,East,33.735267,-84.389949,2010.0,,,,,
Georgia State,East,33.735267,-84.389949,2011.0,,,,,
Georgia State,East,33.735267,-84.389949,2012.0,9.0,21.0,0.0,-73.0,0.42857142857142855
Georgia State,East,33.735267,-84.389949,2013.0,4.0,22.0,0.0,-327.0,0.18181818181818182
Georgia State,East,33.735267,-84.389949,2014.0,1.0,23.0,0.0,-448.0,0.043478260869565216
Georgia State,East,33.735267,-84.389949,2015.0,1.0,24.0,0.0,-463.0,0.041666666666666664
Georgia State,East,33.735267,-84.389949,2016.0,7.0,25.0,0.0,-266.0,0.28
Georgia State,East,33.735267,-84.389949,2017.0,9.0,25.0,0.0,-98.0,0.36
Georgia State,East,33.735267,-84.389949,2018.0,10.0,24.0,1.0,-133.0,0.4166666666666667
Georgia State,East,33.735267,-84.389949,2019.0,9.0,24.0,1.0,-216.0,0.375
Georgia State,East,33.735267,-84.389949,2020.0,9.0,25.0,0.0,-228.0,0.36
Georgia State,East,33.735267,-84.389949,2021.0,13.0,23.0,1.0,-49.0,0.5652173913043478
Georgia State,East,33.735267,-84.389949,2022.0,14.0,23.0,2.0,30.0,0.6086956521739131
Georgia State,East,33.735267,-84.389949,2023.0,12.0,25.0,1.0,0.0,0.48
Georgia State,East,33.735267,-84.389949,2024.0,11.0,25.0,1.0,-51.0,0.44
Georgia Tech,,33.7724449,-84.3928054,2010.0,,,,,
Georgia Tech,,33.7724449,-84.3928054,2011.0,,,,,
Georgia Tech,,33.7724449,-84.3928054,2012.0,14.0,26.0,0.0,117.0,0.5384615384615384
Georgia Tech,,33.7724449,-84.3928054,2013.0,15.0,27.0,1.0,181.0,0.5555555555555556
Georgia Tech,,33.7724449,-84.3928054,2014.0,14.0,27.0,1.0,233.0,0.5185185185185185
Georgia Tech,,33.7724449,-84.3928054,2015.0,18.0,27.0,1.0,329.0,0.6666666666666666
Georgia Tech,,33.7724449,-84.3928054,2016.0,14.0,26.0,1.0,212.0,0.5384615384615384
Georgia Tech,,33.7724449,-84.3928054,2017.0,12.0,25.0,1.0,91.0,0.48
Georgia Tech,,33.7724449,-84.3928054,2018.0,14.0,24.0,1.0,66.0,0.5833333333333334
Georgia Tech,,33.7724449,-84.3928054,2019.0,12.0,24.0,0.0,73.0,0.5
Georgia Tech,,33.7724449,-84.3928054,2020.0,10.0,25.0,0.0,-133.0,0.4
Georgia Tech,,33.7724449,-84.3928054,2021.0,6.0,22.0,0.0,-318.0,0.2727272727272727
Georgia Tech,,33.7724449,-84.3928054,2022.0,6.0,22.0,0.0,-243.0,0.2727272727272727
Georgia Tech,,33.7724449,-84.3928054,2023.0,8.0,24.0,0.0,-249.0,0.3333333333333333
Georgia Tech,,33.7724449,-84.3928054,2024.0,12.0,25.0,1.0,-114.0,0.48
Hawai'i,,21.294294,-157.819338,2010.0,,,,,
Hawai'i,,21.294294,-157.819338,2011.0,,,,,
Hawai'i,,21.294294,-157.819338,2012.0,16.0,27.0,0.0,228.0,0.5925925925925926
Hawai'i,,21.294294,-157.819338,2013.0,9.0,25.0,0.0,-143.0,0.36
Hawai'i,,21.294294,-157.819338,2014.0,4.0,24.0,0.0,-310.0,0.16666666666666666
Hawai'i,,21.294294,-157.819338,2015.0,5.0,25.0,0.0,-213.0,0.2
Hawai'i,,21.294294,-157.819338,2016.0,7.0,26.0,0.0,-311.0,0.2692307692307692
Hawai'i,,21.294294,-157.819338,2017.0,10.0,27.0,1.0,-360.0,0.37037037037037035
Hawai'i,,21.294294,-157.819338,2018.0,10.0,26.0,1.0,-260.0,0.38461538461538464
Hawai'i,,21.294294,-157.819338,2019.0,11.0,26.0,0.0,-194.0,0.4230769230769231
Hawai'i,,21.294294,-157.819338,2020.0,18.0,29.0,1.0,-30.0,0.6206896551724138
Hawai'i,,21.294294,-157.819338,2021.0,15.0,24.0,2.0,18.0,0.625
Hawai'i,,21.294294,-157.819338,2022.0,11.0,22.0,1.0,-46.0,0.5
Hawai'i,,21.294294,-157.819338,2023.0,9.0,26.0,0.0,-228.0,0.34615384615384615
Hawai'i,,21.294294,-157.819338,2024.0,8.0,26.0,0.0,-335.0,0.3076923076923077
Houston,,29.7219885,-95.3491623,2010.0,,,,,
Houston,,29.7219885,-95.3491623,2011.0,,,,,
Houston,,29.7219885,-95.3491623,2012.0,18.0,26.0,1.0,442.0,0.6923076923076923
Houston,,29.7219885,-95.3491623,2013.0,18.0,26.0,1.0,333.0,0.6923076923076923
Houston,,29.7219885,-95.3491623,2014.0,13.0,25.0,0.0,105.0,0.52
Houston,,29.7219885,-95.3491623,2015.0,16.0,26.0,1.0,267.0,0.6153846153846154
Houston,,29.7219885,-95.3491623,2016.0,21.0,27.0,2.0,395.0,0.7777777777777778
Houston,,29.7219885,-95.3491623,2017.0,22.0,27.0,1.0,437.0,0.8148148148148148
Houston,,29.7219885,-95.3491623,2018.0,16.0,25.0,0.0,214.0,0.64
Houston,,29.7219885,-95.3491623,2019.0,15.0,25.0,0.0,141.0,0.6
Houston,,29.7219885,-95.3491623,2020.0,12.0,25.0,0.0,48.0,0.48
Houston,,29.7219885,-95.3491623,2021.0,7.0,20.0,0.0,-56.0,0.35
Houston,,29.7219885,-95.3491623,2022.0,15.0,22.0,1.0,200.0,0.6818181818181818
Houston,,29.7219885,-95.3491623,2023.0,20.0,27.0,2.0,267.0,0.7407407407407407
Houston,,29.7219885,-95.3491623,2024.0,12.0,25.0,1.0,-43.0,0.48
Illinois,,40.0993268,-88.2359569,2010.0,,,,,
Illinois,,40.0993268,-88.2359569,2011.0,,,,,
Illinois,,40.0993268,-88.2359569,2012.0,14.0,26.0,2.0,157.0,0.5384615384615384
Illinois,,40.0993268,-88.2359569,2013.0,9.0,25.0,1.0,-146.0,0.36
Illinois,,40.0993268,-88.2359569,2014.0,6.0,24.0,0.0,-254.0,0.25
Illinois,,40.0993268,-88.2359569,2015.0,10.0,25.0,0.0,-174.0,0.4
Illinois,,40.0993268,-88.2359569,2016.0,11.0,25.0,0.0,-112.0,0.44
Illinois,,40.0993268,-88.2359569,2017.0,8.0,24.0,0.0,-154.0,0.3333333333333333
Illinois,,40.0993268,-88.2359569,2018.0,5.0,24.0,0.0,-340.0,0.20833333333333334
Illinois,,40.0993268,-88.2359569,2019.0,6.0,24.0,0.0,-354.0,0.25
Illinois,,40.0993268,-88.2359569,2020.0,10.0,25.0,0.0,-154.0,0.4
Illinois,,40.0993268,-88.2359569,2021.0,8.0,21.0,0.0,-111.0,0.38095238095238093
Illinois,,40.0993268,-88.2359569,2022.0,7.0,20.0,0.0,-139.0,0.35
Illinois,,40.0993268,-88.2359569,2023.0,13.0,25.0,0.0,128.0,0.52
Illinois,,40.0993268,-88.2359569,2024.0,13.0,25.0,0.0,90.0,0.52
Indiana,,39.1808959,-86.5256217,2010.0,,,,,
Indiana,,39.1808959,-86.5256217,2011.0,,,,,
Indiana,,39.1808959,-86.5256217,2012.0,6.0,24.0,0.0,-273.0,0.25
Indiana,,39.1808959,-86.5256217,2013.0,5.0,24.0,0.0,-245.0,0.20833333333333334
Indiana,,39.1808959,-86.5256217,2014.0,9.0,24.0,0.0,-59.0,0.375
Indiana,,39.1808959,-86.5256217,2015.0,9.0,24.0,0.0,-98.0,0.375
Indiana,,39.1808959,-86.5256217,2016.0,10.0,25.0,0.0,-107.0,0.4
Indiana,,39.1808959,-86.5256217,2017.0,12.0,26.0,0.0,-33.0,0.46153846153846156
Indiana,,39.1808959,-86.5256217,2018.0,11.0,25.0,0.0,-1.0,0.44
Indiana,,39.1808959,-86.5256217,2019.0,10.0,24.0,0.0,-24.0,0.4166666666666667
Indiana,,39.1808959,-86.5256217,2020.0,13.0,25.0,0.0,54.0,0.52
Indiana,,39.1808959,-86.5256217,2021.0,14.0,21.0,0.0,165.0,0.6666666666666666
